"date.time","Date","Time","Power","Current","Pressure","Flow","Density"
2015-01-25 06:15:00,"25/01/2015","6:15:00 AM",3,1.70482501,9.925889243,9.555151344,3.058677458
2015-01-25 06:18:00,"25/01/2015","6:18:00 AM",-2,3.206807849,4.889511506,3.024302744,2.487426763
2015-01-25 06:21:00,"25/01/2015","6:21:00 AM",0,0.576856198,1.487930518,8.002249452,4.309599746
2015-01-25 06:24:00,"25/01/2015","6:24:00 AM",-1,0.529009013,8.276025696,4.091195422,1.115775661
2015-01-25 06:27:00,"25/01/2015","6:27:00 AM",-9,0.651394722,1.195855124,1.981404664,0.593241748
2015-01-25 06:30:00,"25/01/2015","6:30:00 AM",-10,1.059725879,8.890153361,6.260965339,4.973223332
2015-01-25 06:33:00,"25/01/2015","6:33:00 AM",-9,2.199549021,4.533100897,5.138626939,1.370138567
2015-01-25 06:36:00,"25/01/2015","6:36:00 AM",-2,0.27137759,0.976271531,6.735960693,3.552217373
2015-01-25 06:39:00,"25/01/2015","6:39:00 AM",-5,0.77019762,2.669934675,3.361954929,3.755963579
2015-01-25 06:42:00,"25/01/2015","6:42:00 AM",-3,3.661460426,3.869968781,2.909747816,4.252724362
2015-01-25 06:45:00,"25/01/2015","6:45:00 AM",-3,0.595949595,7.677170299,5.049817462,0.700333654
2015-01-25 06:48:00,"25/01/2015","6:48:00 AM",-5,2.62620196,5.542324661,4.958235514,1.771735742
2015-01-25 06:51:00,"25/01/2015","6:51:00 AM",-2,4.197996888,2.148263042,5.335621008,4.985352803
2015-01-25 06:54:00,"25/01/2015","6:54:00 AM",-3,3.635331258,0.140345098,7.898987317,4.937446444
2015-01-25 06:57:00,"25/01/2015","6:57:00 AM",2,3.911705281,6.637649683,8.879574493,3.606438426
2015-01-25 07:00:00,"25/01/2015","7:00:00 AM",9,1.707867809,2.909505296,5.384797984,2.12368891
2015-01-25 07:03:00,"25/01/2015","7:03:00 AM",10,3.261602779,2.893806114,3.013264226,0.428939484
2015-01-25 07:06:00,"25/01/2015","7:06:00 AM",-10,2.981923656,5.260802458,5.945502818,1.79069
2015-01-25 07:09:00,"25/01/2015","7:09:00 AM",8,0.520860425,1.456010575,5.045935692,4.654170204
2015-01-25 07:12:00,"25/01/2015","7:12:00 AM",3,2.897652929,9.803477508,0.022851591,1.841063451
2015-01-25 07:15:00,"25/01/2015","7:15:00 AM",9,1.936588216,3.509689072,0.691498669,0.781404031
2015-01-25 07:18:00,"25/01/2015","7:18:00 AM",-5,3.005071102,4.276510293,4.546087188,0.918516985
2015-01-25 07:21:00,"25/01/2015","7:21:00 AM",3,1.776511002,6.640788769,4.18032667,2.489331523
2015-01-25 07:24:00,"25/01/2015","7:24:00 AM",-10,2.47148887,6.531698245,6.039061923,2.846803553
2015-01-25 07:27:00,"25/01/2015","7:27:00 AM",-1,4.900860429,9.84230101,8.641863041,2.206928333
2015-01-25 07:30:00,"25/01/2015","7:30:00 AM",-4,3.556342825,2.769629986,6.762549637,2.514321124
2015-01-25 07:33:00,"25/01/2015","7:33:00 AM",8,3.517723488,6.113792722,1.233060841,4.195472451
2015-01-25 07:36:00,"25/01/2015","7:36:00 AM",-2,1.487958279,3.777270763,6.64103764,1.041619931
2015-01-25 07:39:00,"25/01/2015","7:39:00 AM",0,3.658773434,4.401330161,8.000024289,0.420007084
2015-01-25 07:42:00,"25/01/2015","7:42:00 AM",-8,2.78753274,6.789169786,1.262674545,2.979852019
2015-01-25 07:45:00,"25/01/2015","7:45:00 AM",2,0.810678968,9.231376329,6.793478432,2.749075343
2015-01-25 07:48:00,"25/01/2015","7:48:00 AM",1,0.19381204,0.565018387,1.910523523,3.468907109
2015-01-25 07:51:00,"25/01/2015","7:51:00 AM",8,0.39327193,0.902380686,0.604258886,0.94544272
2015-01-25 07:54:00,"25/01/2015","7:54:00 AM",-6,3.426635052,3.574784654,4.934602555,1.015810277
2015-01-25 07:57:00,"25/01/2015","7:57:00 AM",-1,3.012054591,8.951238178,0.837401144,3.374207358
2015-01-25 08:00:00,"25/01/2015","8:00:00 AM",-8,0.797765325,3.372198432,7.114540953,3.648187466
2015-01-25 08:03:00,"25/01/2015","8:03:00 AM",1,3.761663891,3.227134301,8.129973835,4.457322432
2015-01-25 08:06:00,"25/01/2015","8:06:00 AM",1,3.329630054,0.081358253,3.88850778,0.09402841
2015-01-25 08:09:00,"25/01/2015","8:09:00 AM",9,2.735520056,5.44472332,9.481459511,1.610446395
2015-01-25 08:12:00,"25/01/2015","8:12:00 AM",-4,3.876357374,7.826620556,7.645824681,0.019827191
2015-01-25 08:15:00,"25/01/2015","8:15:00 AM",9,0.494705502,1.898910385,6.105218472,1.107092604
2015-01-25 08:18:00,"25/01/2015","8:18:00 AM",5,2.034123158,2.907714301,2.962715466,4.012259912
2015-01-25 08:21:00,"25/01/2015","8:21:00 AM",6,3.750354059,4.827208744,1.137366772,4.118735268
2015-01-25 08:24:00,"25/01/2015","8:24:00 AM",-6,1.865831257,6.509295642,7.827576483,4.673321347
2015-01-25 08:27:00,"25/01/2015","8:27:00 AM",-8,2.564509348,5.765883784,0.024319973,3.407333876
2015-01-25 08:30:00,"25/01/2015","8:30:00 AM",-7,1.252214067,8.51733976,5.881535628,0.715025626
2015-01-25 08:33:00,"25/01/2015","8:33:00 AM",4,0.503812457,4.422436475,5.542418346,1.854334631
2015-01-25 08:36:00,"25/01/2015","8:36:00 AM",5,0.349216904,2.765483489,7.010284543,2.371898044
2015-01-25 08:39:00,"25/01/2015","8:39:00 AM",0,4.577475693,7.690773956,4.551869531,0.388375514
2015-01-25 08:42:00,"25/01/2015","8:42:00 AM",-8,1.154532922,3.414947618,8.342516232,2.648759011
2015-01-25 08:45:00,"25/01/2015","8:45:00 AM",2,4.33308791,7.334933947,4.696414857,4.722867613
2015-01-25 08:48:00,"25/01/2015","8:48:00 AM",-8,2.258372078,8.951448488,8.976326727,4.002726245
2015-01-25 08:51:00,"25/01/2015","8:51:00 AM",-3,4.73443516,6.855563082,4.565478481,2.983702559
2015-01-25 08:54:00,"25/01/2015","8:54:00 AM",1,0.5357813,0.738532387,5.070323769,3.978204588
2015-01-25 08:57:00,"25/01/2015","8:57:00 AM",-9,4.705854505,8.871492062,8.462111959,4.001155812
2015-01-25 09:00:00,"25/01/2015","9:00:00 AM",9,2.092640325,3.427403122,5.297397539,4.70231121
2015-01-25 09:03:00,"25/01/2015","9:03:00 AM",-4,2.921708976,9.021044402,2.057443036,4.840436003
2015-01-25 09:06:00,"25/01/2015","9:06:00 AM",2,0.238865665,2.48360614,4.870171192,3.99881818
2015-01-25 09:09:00,"25/01/2015","9:09:00 AM",-7,2.193723795,1.83505301,5.98728789,0.324700424
2015-01-25 09:12:00,"25/01/2015","9:12:00 AM",5,3.578628529,6.495629496,3.236160142,0.902549618
2015-01-25 09:15:00,"25/01/2015","9:15:00 AM",1,4.250869207,0.540797084,4.469905269,2.593831782
2015-01-25 09:18:00,"25/01/2015","9:18:00 AM",1,0.848038546,2.697004179,6.721633321,0.145177709
2015-01-25 09:21:00,"25/01/2015","9:21:00 AM",4,4.361916824,0.666181594,6.263566017,1.921353312
2015-01-25 09:24:00,"25/01/2015","9:24:00 AM",-5,0.731458197,2.798651647,6.011937495,3.433001042
2015-01-25 09:27:00,"25/01/2015","9:27:00 AM",-8,0.116810982,5.448501173,6.363810509,1.238101256
2015-01-25 09:30:00,"25/01/2015","9:30:00 AM",-5,0.695588867,6.706748323,7.229284497,1.461908914
2015-01-25 09:33:00,"25/01/2015","9:33:00 AM",9,0.955137442,7.961172569,5.559174885,3.591029213
2015-01-25 09:36:00,"25/01/2015","9:36:00 AM",5,3.580975695,2.048674419,3.316774501,1.000388891
2015-01-25 09:39:00,"25/01/2015","9:39:00 AM",9,0.859868627,8.958183479,0.267428045,1.190885804
2015-01-25 09:42:00,"25/01/2015","9:42:00 AM",-2,0.760525588,8.965646461,9.140034326,4.690038886
